Item Name, Trade Up Cost (GBP), Expected Value (GBP), Expected Profit (GBP), All Profit Outcomes (GBP)
StatTrak™ Five-SeveN | Retrobution (Battle-Scarred), 8.8, 6.44, -2.3600000000000003, StatTrak™ AK-47 | Point Disarray (Battle-Scarred):15.03 - StatTrak™ G3SG1 | The Executioner (Battle-Scarred):2.02 - StatTrak™ P90 | Shapewood (Battle-Scarred):2.27 - 
StatTrak™ Five-SeveN | Retrobution (Factory New), 68.5, 6.44, -62.06, StatTrak™ AK-47 | Point Disarray (Battle-Scarred):15.03 - StatTrak™ G3SG1 | The Executioner (Battle-Scarred):2.02 - StatTrak™ P90 | Shapewood (Battle-Scarred):2.27 - 
StatTrak™ Five-SeveN | Retrobution (Field-Tested), 12.2, 6.44, -5.759999999999999, StatTrak™ AK-47 | Point Disarray (Battle-Scarred):15.03 - StatTrak™ G3SG1 | The Executioner (Battle-Scarred):2.02 - StatTrak™ P90 | Shapewood (Battle-Scarred):2.27 - 
StatTrak™ Five-SeveN | Retrobution (Minimal Wear), 28.0, 6.44, -21.56, StatTrak™ AK-47 | Point Disarray (Battle-Scarred):15.03 - StatTrak™ G3SG1 | The Executioner (Battle-Scarred):2.02 - StatTrak™ P90 | Shapewood (Battle-Scarred):2.27 - 
StatTrak™ Five-SeveN | Retrobution (Well-Worn), 10.1, 6.44, -3.6599999999999993, StatTrak™ AK-47 | Point Disarray (Battle-Scarred):15.03 - StatTrak™ G3SG1 | The Executioner (Battle-Scarred):2.02 - StatTrak™ P90 | Shapewood (Battle-Scarred):2.27 - 
StatTrak™ Five-SeveN | Scrawl (Battle-Scarred), 1.6, 1.682, 0.08199999999999985, StatTrak™ G3SG1 | Dream Glade (Battle-Scarred):0.3 - StatTrak™ M4A1-S | Night Terror (Battle-Scarred):6.23 - StatTrak™ PP-Bizon | Space Cat (Battle-Scarred):0.34 - StatTrak™ USP-S | Ticket to Hell (Battle-Scarred):1.22 - StatTrak™ XM1014 | Zombie Offensive (Battle-Scarred):0.32 - 
StatTrak™ Five-SeveN | Scrawl (Factory New), 14.8, 1.682, -13.118, StatTrak™ G3SG1 | Dream Glade (Battle-Scarred):0.3 - StatTrak™ M4A1-S | Night Terror (Battle-Scarred):6.23 - StatTrak™ PP-Bizon | Space Cat (Battle-Scarred):0.34 - StatTrak™ USP-S | Ticket to Hell (Battle-Scarred):1.22 - StatTrak™ XM1014 | Zombie Offensive (Battle-Scarred):0.32 - 
StatTrak™ Five-SeveN | Scrawl (Field-Tested), 1.5, 1.682, 0.18199999999999994, StatTrak™ G3SG1 | Dream Glade (Battle-Scarred):0.3 - StatTrak™ M4A1-S | Night Terror (Battle-Scarred):6.23 - StatTrak™ PP-Bizon | Space Cat (Battle-Scarred):0.34 - StatTrak™ USP-S | Ticket to Hell (Battle-Scarred):1.22 - StatTrak™ XM1014 | Zombie Offensive (Battle-Scarred):0.32 - 
StatTrak™ Five-SeveN | Scrawl (Minimal Wear), 3.5999999999999996, 1.682, -1.9179999999999997, StatTrak™ G3SG1 | Dream Glade (Battle-Scarred):0.3 - StatTrak™ M4A1-S | Night Terror (Battle-Scarred):6.23 - StatTrak™ PP-Bizon | Space Cat (Battle-Scarred):0.34 - StatTrak™ USP-S | Ticket to Hell (Battle-Scarred):1.22 - StatTrak™ XM1014 | Zombie Offensive (Battle-Scarred):0.32 - 
StatTrak™ Five-SeveN | Scrawl (Well-Worn), 1.2, 1.682, 0.482, StatTrak™ G3SG1 | Dream Glade (Battle-Scarred):0.3 - StatTrak™ M4A1-S | Night Terror (Battle-Scarred):6.23 - StatTrak™ PP-Bizon | Space Cat (Battle-Scarred):0.34 - StatTrak™ USP-S | Ticket to Hell (Battle-Scarred):1.22 - StatTrak™ XM1014 | Zombie Offensive (Battle-Scarred):0.32 - 
StatTrak™ Five-SeveN | Scumbria (Battle-Scarred), 0.8999999999999999, 0.584, -0.31599999999999995, StatTrak™ Desert Eagle | Directive (Battle-Scarred):0.92 - StatTrak™ Glock-18 | Weasel (Battle-Scarred):0.75 - StatTrak™ MAG-7 | Petroglyph (Well-Worn):0.39 - StatTrak™ SCAR-20 | Powercore (Battle-Scarred):0.52 - StatTrak™ SG 553 | Triarch (Battle-Scarred):0.34 - 
StatTrak™ Five-SeveN | Scumbria (Factory New), 13.100000000000001, 1.1039999999999999, -11.996000000000002, StatTrak™ Desert Eagle | Directive (Battle-Scarred):0.92 - StatTrak™ Glock-18 | Weasel (Battle-Scarred):0.75 - StatTrak™ MAG-7 | Petroglyph (Factory New):2.99 - StatTrak™ SCAR-20 | Powercore (Battle-Scarred):0.52 - StatTrak™ SG 553 | Triarch (Battle-Scarred):0.34 - 
StatTrak™ Five-SeveN | Scumbria (Field-Tested), 2.3000000000000003, 0.6859999999999999, -1.6140000000000003, StatTrak™ Desert Eagle | Directive (Battle-Scarred):0.92 - StatTrak™ Glock-18 | Weasel (Battle-Scarred):0.75 - StatTrak™ MAG-7 | Petroglyph (Minimal Wear):0.9 - StatTrak™ SCAR-20 | Powercore (Battle-Scarred):0.52 - StatTrak™ SG 553 | Triarch (Battle-Scarred):0.34 - 
StatTrak™ Five-SeveN | Scumbria (Minimal Wear), 3.3000000000000003, 1.1039999999999999, -2.1960000000000006, StatTrak™ Desert Eagle | Directive (Battle-Scarred):0.92 - StatTrak™ Glock-18 | Weasel (Battle-Scarred):0.75 - StatTrak™ MAG-7 | Petroglyph (Factory New):2.99 - StatTrak™ SCAR-20 | Powercore (Battle-Scarred):0.52 - StatTrak™ SG 553 | Triarch (Battle-Scarred):0.34 - 
StatTrak™ Five-SeveN | Scumbria (Well-Worn), 0.8999999999999999, 2.94, 2.04, StatTrak™ Desert Eagle | Directive (Battle-Scarred):0.92 - StatTrak™ Glock-18 | Weasel (Battle-Scarred):0.75 - StatTrak™ MAG-7 | Petroglyph (Field-Tested):12.17 - StatTrak™ SCAR-20 | Powercore (Battle-Scarred):0.52 - StatTrak™ SG 553 | Triarch (Battle-Scarred):0.34 - 
StatTrak™ Five-SeveN | Triumvirate (Battle-Scarred), 24.0, 19.570000000000004, -4.429999999999996, StatTrak™ AWP | Elite Build (Battle-Scarred):18.94 - StatTrak™ Desert Eagle | Kumicho Dragon (Battle-Scarred):23.35 - StatTrak™ Nova | Hyper Beast (Battle-Scarred):16.42 - 
StatTrak™ Five-SeveN | Triumvirate (Factory New), 72.6, 19.570000000000004, -53.02999999999999, StatTrak™ AWP | Elite Build (Battle-Scarred):18.94 - StatTrak™ Desert Eagle | Kumicho Dragon (Battle-Scarred):23.35 - StatTrak™ Nova | Hyper Beast (Battle-Scarred):16.42 - 
StatTrak™ Five-SeveN | Triumvirate (Field-Tested), 26.7, 19.570000000000004, -7.1299999999999955, StatTrak™ AWP | Elite Build (Battle-Scarred):18.94 - StatTrak™ Desert Eagle | Kumicho Dragon (Battle-Scarred):23.35 - StatTrak™ Nova | Hyper Beast (Battle-Scarred):16.42 - 
StatTrak™ Five-SeveN | Triumvirate (Minimal Wear), 43.2, 19.570000000000004, -23.63, StatTrak™ AWP | Elite Build (Battle-Scarred):18.94 - StatTrak™ Desert Eagle | Kumicho Dragon (Battle-Scarred):23.35 - StatTrak™ Nova | Hyper Beast (Battle-Scarred):16.42 - 
StatTrak™ Five-SeveN | Triumvirate (Well-Worn), 26.6, 19.570000000000004, -7.029999999999998, StatTrak™ AWP | Elite Build (Battle-Scarred):18.94 - StatTrak™ Desert Eagle | Kumicho Dragon (Battle-Scarred):23.35 - StatTrak™ Nova | Hyper Beast (Battle-Scarred):16.42 - 
StatTrak™ Five-SeveN | Urban Hazard (Factory New), 25.5, 6.495, -19.005, StatTrak™ Glock-18 | Grinder (Factory New):7.58 - StatTrak™ M4A1-S | Basilisk (Battle-Scarred):13.38 - StatTrak™ M4A4 | Griffin (Battle-Scarred):4.04 - StatTrak™ Sawed-Off | Highwayman (Battle-Scarred):0.98 - 
StatTrak™ Five-SeveN | Urban Hazard (Field-Tested), 13.0, 5.79, -7.21, StatTrak™ Glock-18 | Grinder (Minimal Wear):4.76 - StatTrak™ M4A1-S | Basilisk (Battle-Scarred):13.38 - StatTrak™ M4A4 | Griffin (Battle-Scarred):4.04 - StatTrak™ Sawed-Off | Highwayman (Battle-Scarred):0.98 - 
StatTrak™ Five-SeveN | Urban Hazard (Minimal Wear), 15.600000000000001, 6.495, -9.105, StatTrak™ Glock-18 | Grinder (Factory New):7.58 - StatTrak™ M4A1-S | Basilisk (Battle-Scarred):13.38 - StatTrak™ M4A4 | Griffin (Battle-Scarred):4.04 - StatTrak™ Sawed-Off | Highwayman (Battle-Scarred):0.98 - 
StatTrak™ Five-SeveN | Violent Daimyo (Battle-Scarred), 2.4, 2.2, -0.19999999999999973, StatTrak™ AUG | Aristocrat (Battle-Scarred):0.89 - StatTrak™ AWP | Phobos (Well-Worn):8.08 - StatTrak™ P90 | Chopper (Battle-Scarred):0.82 - StatTrak™ R8 Revolver | Reboot (Battle-Scarred):0.66 - StatTrak™ Sawed-Off | Limelight (Battle-Scarred):0.55 - 
StatTrak™ Five-SeveN | Violent Daimyo (Factory New), 18.400000000000002, 1.638, -16.762, StatTrak™ AUG | Aristocrat (Battle-Scarred):0.89 - StatTrak™ AWP | Phobos (Factory New):5.27 - StatTrak™ P90 | Chopper (Battle-Scarred):0.82 - StatTrak™ R8 Revolver | Reboot (Battle-Scarred):0.66 - StatTrak™ Sawed-Off | Limelight (Battle-Scarred):0.55 - 
StatTrak™ Five-SeveN | Violent Daimyo (Field-Tested), 2.8000000000000003, 1.272, -1.5280000000000002, StatTrak™ AUG | Aristocrat (Battle-Scarred):0.89 - StatTrak™ AWP | Phobos (Minimal Wear):3.44 - StatTrak™ P90 | Chopper (Battle-Scarred):0.82 - StatTrak™ R8 Revolver | Reboot (Battle-Scarred):0.66 - StatTrak™ Sawed-Off | Limelight (Battle-Scarred):0.55 - 
StatTrak™ Five-SeveN | Violent Daimyo (Minimal Wear), 8.0, 1.638, -6.362, StatTrak™ AUG | Aristocrat (Battle-Scarred):0.89 - StatTrak™ AWP | Phobos (Factory New):5.27 - StatTrak™ P90 | Chopper (Battle-Scarred):0.82 - StatTrak™ R8 Revolver | Reboot (Battle-Scarred):0.66 - StatTrak™ Sawed-Off | Limelight (Battle-Scarred):0.55 - 
StatTrak™ Five-SeveN | Violent Daimyo (Well-Worn), 8.5, 1.182, -7.318, StatTrak™ AUG | Aristocrat (Battle-Scarred):0.89 - StatTrak™ AWP | Phobos (Field-Tested):2.99 - StatTrak™ P90 | Chopper (Battle-Scarred):0.82 - StatTrak™ R8 Revolver | Reboot (Battle-Scarred):0.66 - StatTrak™ Sawed-Off | Limelight (Battle-Scarred):0.55 - 
StatTrak™ G3SG1 | Azure Zebra (Factory New), 45.599999999999994, 18.615000000000002, -26.984999999999992, StatTrak™ AK-47 | Blue Laminate (Factory New):28.23 - StatTrak™ P90 | Blind Spot (Battle-Scarred):9 - 
StatTrak™ G3SG1 | Azure Zebra (Field-Tested), 36.1, 13.85, -22.25, StatTrak™ AK-47 | Blue Laminate (Minimal Wear):18.7 - StatTrak™ P90 | Blind Spot (Battle-Scarred):9 - 
StatTrak™ G3SG1 | Azure Zebra (Minimal Wear), 46.0, 18.615000000000002, -27.384999999999998, StatTrak™ AK-47 | Blue Laminate (Factory New):28.23 - StatTrak™ P90 | Blind Spot (Battle-Scarred):9 - 
StatTrak™ G3SG1 | Black Sand (Battle-Scarred), 5.4, 2.8200000000000003, -2.58, StatTrak™ AK-47 | Rat Rod (Battle-Scarred):7.76 - StatTrak™ AUG | Arctic Wolf (Battle-Scarred):1.88 - StatTrak™ MP7 | Neon Ply (Battle-Scarred):1.35 - StatTrak™ P2000 | Obsidian (Battle-Scarred):1.57 - StatTrak™ PP-Bizon | Embargo (Battle-Scarred):1.54 - 
StatTrak™ G3SG1 | Black Sand (Factory New), 23.900000000000002, 2.8200000000000003, -21.080000000000002, StatTrak™ AK-47 | Rat Rod (Battle-Scarred):7.76 - StatTrak™ AUG | Arctic Wolf (Battle-Scarred):1.88 - StatTrak™ MP7 | Neon Ply (Battle-Scarred):1.35 - StatTrak™ P2000 | Obsidian (Battle-Scarred):1.57 - StatTrak™ PP-Bizon | Embargo (Battle-Scarred):1.54 - 
StatTrak™ G3SG1 | Black Sand (Field-Tested), 5.699999999999999, 2.8200000000000003, -2.879999999999999, StatTrak™ AK-47 | Rat Rod (Battle-Scarred):7.76 - StatTrak™ AUG | Arctic Wolf (Battle-Scarred):1.88 - StatTrak™ MP7 | Neon Ply (Battle-Scarred):1.35 - StatTrak™ P2000 | Obsidian (Battle-Scarred):1.57 - StatTrak™ PP-Bizon | Embargo (Battle-Scarred):1.54 - 
StatTrak™ G3SG1 | Black Sand (Minimal Wear), 12.1, 2.8200000000000003, -9.28, StatTrak™ AK-47 | Rat Rod (Battle-Scarred):7.76 - StatTrak™ AUG | Arctic Wolf (Battle-Scarred):1.88 - StatTrak™ MP7 | Neon Ply (Battle-Scarred):1.35 - StatTrak™ P2000 | Obsidian (Battle-Scarred):1.57 - StatTrak™ PP-Bizon | Embargo (Battle-Scarred):1.54 - 
StatTrak™ G3SG1 | Black Sand (Well-Worn), 8.2, 2.8200000000000003, -5.379999999999999, StatTrak™ AK-47 | Rat Rod (Battle-Scarred):7.76 - StatTrak™ AUG | Arctic Wolf (Battle-Scarred):1.88 - StatTrak™ MP7 | Neon Ply (Battle-Scarred):1.35 - StatTrak™ P2000 | Obsidian (Battle-Scarred):1.57 - StatTrak™ PP-Bizon | Embargo (Battle-Scarred):1.54 - 
StatTrak™ G3SG1 | Demeter (Battle-Scarred), 46.4, 39.269999999999996, -7.130000000000003, StatTrak™ M4A1-S | Bright Water (Field-Tested):48.15 - StatTrak™ M4A4 | Zirka (Well-Worn):29.11 - StatTrak™ MAC-10 | Graven (Battle-Scarred):40.34 - StatTrak™ USP-S | Overgrowth (Battle-Scarred):39.48 - 
StatTrak™ G3SG1 | Demeter (Factory New), 405.5, 69.1125, -336.3875, StatTrak™ M4A1-S | Bright Water (Field-Tested):48.15 - StatTrak™ M4A4 | Zirka (Factory New):148.48 - StatTrak™ MAC-10 | Graven (Battle-Scarred):40.34 - StatTrak™ USP-S | Overgrowth (Battle-Scarred):39.48 - 
StatTrak™ G3SG1 | Demeter (Field-Tested), 47.599999999999994, 42.355, -5.244999999999997, StatTrak™ M4A1-S | Bright Water (Field-Tested):48.15 - StatTrak™ M4A4 | Zirka (Minimal Wear):41.45 - StatTrak™ MAC-10 | Graven (Battle-Scarred):40.34 - StatTrak™ USP-S | Overgrowth (Battle-Scarred):39.48 - 
StatTrak™ G3SG1 | Demeter (Minimal Wear), 61.5, 69.1125, 7.612499999999997, StatTrak™ M4A1-S | Bright Water (Field-Tested):48.15 - StatTrak™ M4A4 | Zirka (Factory New):148.48 - StatTrak™ MAC-10 | Graven (Battle-Scarred):40.34 - StatTrak™ USP-S | Overgrowth (Battle-Scarred):39.48 - 
StatTrak™ G3SG1 | Demeter (Well-Worn), 37.9, 41.14, 3.240000000000002, StatTrak™ M4A1-S | Bright Water (Field-Tested):48.15 - StatTrak™ M4A4 | Zirka (Field-Tested):36.59 - StatTrak™ MAC-10 | Graven (Battle-Scarred):40.34 - StatTrak™ USP-S | Overgrowth (Battle-Scarred):39.48 - 
StatTrak™ G3SG1 | Digital Mesh (Battle-Scarred), 2.2, 2.2699999999999996, 0.0699999999999994, StatTrak™ AWP | Exoskeleton (Battle-Scarred):4.04 - StatTrak™ Dual Berettas | Dezastre (Battle-Scarred):1.81 - StatTrak™ Nova | Clear Polymer (Battle-Scarred):1.71 - StatTrak™ SSG 08 | Parallax (Battle-Scarred):1.91 - StatTrak™ UMP-45 | Gold Bismuth (Battle-Scarred):1.88 - 
StatTrak™ G3SG1 | Digital Mesh (Factory New), 15.700000000000001, 2.2699999999999996, -13.430000000000001, StatTrak™ AWP | Exoskeleton (Battle-Scarred):4.04 - StatTrak™ Dual Berettas | Dezastre (Battle-Scarred):1.81 - StatTrak™ Nova | Clear Polymer (Battle-Scarred):1.71 - StatTrak™ SSG 08 | Parallax (Battle-Scarred):1.91 - StatTrak™ UMP-45 | Gold Bismuth (Battle-Scarred):1.88 - 
StatTrak™ G3SG1 | Digital Mesh (Field-Tested), 3.0, 2.2699999999999996, -0.7300000000000004, StatTrak™ AWP | Exoskeleton (Battle-Scarred):4.04 - StatTrak™ Dual Berettas | Dezastre (Battle-Scarred):1.81 - StatTrak™ Nova | Clear Polymer (Battle-Scarred):1.71 - StatTrak™ SSG 08 | Parallax (Battle-Scarred):1.91 - StatTrak™ UMP-45 | Gold Bismuth (Battle-Scarred):1.88 - 
StatTrak™ G3SG1 | Digital Mesh (Minimal Wear), 7.9, 2.2699999999999996, -5.630000000000001, StatTrak™ AWP | Exoskeleton (Battle-Scarred):4.04 - StatTrak™ Dual Berettas | Dezastre (Battle-Scarred):1.81 - StatTrak™ Nova | Clear Polymer (Battle-Scarred):1.71 - StatTrak™ SSG 08 | Parallax (Battle-Scarred):1.91 - StatTrak™ UMP-45 | Gold Bismuth (Battle-Scarred):1.88 - 
StatTrak™ G3SG1 | Digital Mesh (Well-Worn), 3.0, 2.2699999999999996, -0.7300000000000004, StatTrak™ AWP | Exoskeleton (Battle-Scarred):4.04 - StatTrak™ Dual Berettas | Dezastre (Battle-Scarred):1.81 - StatTrak™ Nova | Clear Polymer (Battle-Scarred):1.71 - StatTrak™ SSG 08 | Parallax (Battle-Scarred):1.91 - StatTrak™ UMP-45 | Gold Bismuth (Battle-Scarred):1.88 - 
StatTrak™ G3SG1 | Dream Glade (Battle-Scarred), 3.0, 1.8933333333333333, -1.1066666666666667, StatTrak™ Dual Berettas | Melondrama (Battle-Scarred):1.9 - StatTrak™ FAMAS | Rapid Eye Movement (Battle-Scarred):1.91 - StatTrak™ MP7 | Abyssal Apparition (Battle-Scarred):1.87 - 
StatTrak™ G3SG1 | Dream Glade (Factory New), 25.099999999999998, 1.8933333333333333, -23.206666666666663, StatTrak™ Dual Berettas | Melondrama (Battle-Scarred):1.9 - StatTrak™ FAMAS | Rapid Eye Movement (Battle-Scarred):1.91 - StatTrak™ MP7 | Abyssal Apparition (Battle-Scarred):1.87 - 
StatTrak™ G3SG1 | Dream Glade (Field-Tested), 3.5, 1.8933333333333333, -1.6066666666666667, StatTrak™ Dual Berettas | Melondrama (Battle-Scarred):1.9 - StatTrak™ FAMAS | Rapid Eye Movement (Battle-Scarred):1.91 - StatTrak™ MP7 | Abyssal Apparition (Battle-Scarred):1.87 - 
StatTrak™ G3SG1 | Dream Glade (Minimal Wear), 8.6, 1.8933333333333333, -6.706666666666666, StatTrak™ Dual Berettas | Melondrama (Battle-Scarred):1.9 - StatTrak™ FAMAS | Rapid Eye Movement (Battle-Scarred):1.91 - StatTrak™ MP7 | Abyssal Apparition (Battle-Scarred):1.87 - 
StatTrak™ G3SG1 | Dream Glade (Well-Worn), 3.1, 1.8933333333333333, -1.2066666666666668, StatTrak™ Dual Berettas | Melondrama (Battle-Scarred):1.9 - StatTrak™ FAMAS | Rapid Eye Movement (Battle-Scarred):1.91 - StatTrak™ MP7 | Abyssal Apparition (Battle-Scarred):1.87 - 
StatTrak™ G3SG1 | Flux (Battle-Scarred), 98.69999999999999, 65.66499999999999, -33.035, StatTrak™ M4A1-S | Golden Coil (Battle-Scarred):56.64 - StatTrak™ USP-S | Kill Confirmed (Battle-Scarred):74.69 - 
StatTrak™ G3SG1 | Flux (Factory New), 520.8, 65.66499999999999, -455.135, StatTrak™ M4A1-S | Golden Coil (Battle-Scarred):56.64 - StatTrak™ USP-S | Kill Confirmed (Battle-Scarred):74.69 - 
StatTrak™ G3SG1 | Flux (Field-Tested), 134.60000000000002, 65.66499999999999, -68.93500000000003, StatTrak™ M4A1-S | Golden Coil (Battle-Scarred):56.64 - StatTrak™ USP-S | Kill Confirmed (Battle-Scarred):74.69 - 
StatTrak™ G3SG1 | Flux (Minimal Wear), 242.0, 65.66499999999999, -176.335, StatTrak™ M4A1-S | Golden Coil (Battle-Scarred):56.64 - StatTrak™ USP-S | Kill Confirmed (Battle-Scarred):74.69 - 
StatTrak™ G3SG1 | Flux (Well-Worn), 101.89999999999999, 65.66499999999999, -36.235, StatTrak™ M4A1-S | Golden Coil (Battle-Scarred):56.64 - StatTrak™ USP-S | Kill Confirmed (Battle-Scarred):74.69 - 
StatTrak™ G3SG1 | High Seas (Battle-Scarred), 7.9, 6.783333333333332, -1.116666666666668, StatTrak™ FAMAS | Eye of Athena (Battle-Scarred):4.39 - StatTrak™ M4A1-S | Nightmare (Battle-Scarred):12.17 - StatTrak™ Sawed-Off | Devourer (Battle-Scarred):3.79 - 
StatTrak™ G3SG1 | High Seas (Factory New), 59.900000000000006, 6.783333333333332, -53.116666666666674, StatTrak™ FAMAS | Eye of Athena (Battle-Scarred):4.39 - StatTrak™ M4A1-S | Nightmare (Battle-Scarred):12.17 - StatTrak™ Sawed-Off | Devourer (Battle-Scarred):3.79 - 
StatTrak™ G3SG1 | High Seas (Field-Tested), 10.8, 6.783333333333332, -4.016666666666668, StatTrak™ FAMAS | Eye of Athena (Battle-Scarred):4.39 - StatTrak™ M4A1-S | Nightmare (Battle-Scarred):12.17 - StatTrak™ Sawed-Off | Devourer (Battle-Scarred):3.79 - 
StatTrak™ G3SG1 | High Seas (Minimal Wear), 24.6, 6.783333333333332, -17.81666666666667, StatTrak™ FAMAS | Eye of Athena (Battle-Scarred):4.39 - StatTrak™ M4A1-S | Nightmare (Battle-Scarred):12.17 - StatTrak™ Sawed-Off | Devourer (Battle-Scarred):3.79 - 
StatTrak™ G3SG1 | High Seas (Well-Worn), 10.5, 6.783333333333332, -3.7166666666666677, StatTrak™ FAMAS | Eye of Athena (Battle-Scarred):4.39 - StatTrak™ M4A1-S | Nightmare (Battle-Scarred):12.17 - StatTrak™ Sawed-Off | Devourer (Battle-Scarred):3.79 - 
StatTrak™ G3SG1 | Hunter (Battle-Scarred), 0.8999999999999999, 0.6719999999999999, -0.22799999999999998, StatTrak™ CZ75-Auto | Tacticat (Battle-Scarred):0.52 - StatTrak™ MP9 | Goo (Battle-Scarred):0.61 - StatTrak™ SG 553 | Phantom (Battle-Scarred):0.84 - StatTrak™ UMP-45 | Exposure (Battle-Scarred):0.76 - StatTrak™ XM1014 | Ziggy (Battle-Scarred):0.63 - 
StatTrak™ G3SG1 | Hunter (Factory New), 8.9, 0.6719999999999999, -8.228, StatTrak™ CZ75-Auto | Tacticat (Battle-Scarred):0.52 - StatTrak™ MP9 | Goo (Battle-Scarred):0.61 - StatTrak™ SG 553 | Phantom (Battle-Scarred):0.84 - StatTrak™ UMP-45 | Exposure (Battle-Scarred):0.76 - StatTrak™ XM1014 | Ziggy (Battle-Scarred):0.63 - 
StatTrak™ G3SG1 | Hunter (Field-Tested), 1.0, 0.6719999999999999, -0.32800000000000007, StatTrak™ CZ75-Auto | Tacticat (Battle-Scarred):0.52 - StatTrak™ MP9 | Goo (Battle-Scarred):0.61 - StatTrak™ SG 553 | Phantom (Battle-Scarred):0.84 - StatTrak™ UMP-45 | Exposure (Battle-Scarred):0.76 - StatTrak™ XM1014 | Ziggy (Battle-Scarred):0.63 - 
StatTrak™ G3SG1 | Hunter (Minimal Wear), 2.1, 0.6719999999999999, -1.4280000000000002, StatTrak™ CZ75-Auto | Tacticat (Battle-Scarred):0.52 - StatTrak™ MP9 | Goo (Battle-Scarred):0.61 - StatTrak™ SG 553 | Phantom (Battle-Scarred):0.84 - StatTrak™ UMP-45 | Exposure (Battle-Scarred):0.76 - StatTrak™ XM1014 | Ziggy (Battle-Scarred):0.63 - 
StatTrak™ G3SG1 | Hunter (Well-Worn), 0.8999999999999999, 0.6719999999999999, -0.22799999999999998, StatTrak™ CZ75-Auto | Tacticat (Battle-Scarred):0.52 - StatTrak™ MP9 | Goo (Battle-Scarred):0.61 - StatTrak™ SG 553 | Phantom (Battle-Scarred):0.84 - StatTrak™ UMP-45 | Exposure (Battle-Scarred):0.76 - StatTrak™ XM1014 | Ziggy (Battle-Scarred):0.63 - 
StatTrak™ G3SG1 | Keeping Tabs (Battle-Scarred), 2.6, 1.998, -0.6020000000000001, StatTrak™ FAMAS | ZX Spectron (Battle-Scarred):2.11 - StatTrak™ Five-SeveN | Boost Protocol (Well-Worn):2.64 - StatTrak™ M4A4 | Spider Lily (Battle-Scarred):2.83 - StatTrak™ MAG-7 | BI83 Spectrum (Battle-Scarred):0.93 - StatTrak™ MP9 | Mount Fuji (Battle-Scarred):1.48 - 
StatTrak™ G3SG1 | Keeping Tabs (Factory New), 22.200000000000003, 3.1559999999999997, -19.044000000000004, StatTrak™ FAMAS | ZX Spectron (Battle-Scarred):2.11 - StatTrak™ Five-SeveN | Boost Protocol (Factory New):8.43 - StatTrak™ M4A4 | Spider Lily (Battle-Scarred):2.83 - StatTrak™ MAG-7 | BI83 Spectrum (Battle-Scarred):0.93 - StatTrak™ MP9 | Mount Fuji (Battle-Scarred):1.48 - 
StatTrak™ G3SG1 | Keeping Tabs (Field-Tested), 4.1, 2.4059999999999997, -1.694, StatTrak™ FAMAS | ZX Spectron (Battle-Scarred):2.11 - StatTrak™ Five-SeveN | Boost Protocol (Minimal Wear):4.68 - StatTrak™ M4A4 | Spider Lily (Battle-Scarred):2.83 - StatTrak™ MAG-7 | BI83 Spectrum (Battle-Scarred):0.93 - StatTrak™ MP9 | Mount Fuji (Battle-Scarred):1.48 - 
StatTrak™ G3SG1 | Keeping Tabs (Minimal Wear), 11.200000000000001, 3.1559999999999997, -8.044, StatTrak™ FAMAS | ZX Spectron (Battle-Scarred):2.11 - StatTrak™ Five-SeveN | Boost Protocol (Factory New):8.43 - StatTrak™ M4A4 | Spider Lily (Battle-Scarred):2.83 - StatTrak™ MAG-7 | BI83 Spectrum (Battle-Scarred):0.93 - StatTrak™ MP9 | Mount Fuji (Battle-Scarred):1.48 - 
StatTrak™ G3SG1 | Keeping Tabs (Well-Worn), 2.7, 1.934, -0.7660000000000002, StatTrak™ FAMAS | ZX Spectron (Battle-Scarred):2.11 - StatTrak™ Five-SeveN | Boost Protocol (Field-Tested):2.32 - StatTrak™ M4A4 | Spider Lily (Battle-Scarred):2.83 - StatTrak™ MAG-7 | BI83 Spectrum (Battle-Scarred):0.93 - StatTrak™ MP9 | Mount Fuji (Battle-Scarred):1.48 - 
StatTrak™ G3SG1 | Murky (Factory New), 15.8, 6.495, -9.305, StatTrak™ Glock-18 | Grinder (Factory New):7.58 - StatTrak™ M4A1-S | Basilisk (Battle-Scarred):13.38 - StatTrak™ M4A4 | Griffin (Battle-Scarred):4.04 - StatTrak™ Sawed-Off | Highwayman (Battle-Scarred):0.98 - 
StatTrak™ G3SG1 | Murky (Field-Tested), 7.9, 5.79, -2.1100000000000003, StatTrak™ Glock-18 | Grinder (Minimal Wear):4.76 - StatTrak™ M4A1-S | Basilisk (Battle-Scarred):13.38 - StatTrak™ M4A4 | Griffin (Battle-Scarred):4.04 - StatTrak™ Sawed-Off | Highwayman (Battle-Scarred):0.98 - 
StatTrak™ G3SG1 | Murky (Minimal Wear), 10.2, 6.495, -3.704999999999999, StatTrak™ Glock-18 | Grinder (Factory New):7.58 - StatTrak™ M4A1-S | Basilisk (Battle-Scarred):13.38 - StatTrak™ M4A4 | Griffin (Battle-Scarred):4.04 - StatTrak™ Sawed-Off | Highwayman (Battle-Scarred):0.98 - 
